m r d s f D_dxy_mean D_dxy_quantile0.05 D_dxy_quantile0.25 D_dxy_quantile0.50 D_dxy_quantile0.75 D_dxy_quantile0.95 HD_dxy_mean HD_dxy_quantile0.05 HD_dxy_quantile0.25 HD_dxy_quantile0.50 HD_dxy_quantile0.75 HD_dxy_quantile0.95
0.0017 2.5e-07 0.5 0.05333 0.1 629.40185 579.38975 608.0875 629.735 649.06 682.4195 555.72322 500.01225 530.9425 554.62 580.07625 611.7715
0.0017 2.5e-07 0.5 0.05333 0.5 629.383935 581.9635 608.5925 627.18 648.84875 680.748 558.193605 501.34925 532.70125 555.415 582.13 622.394
0.0017 2.5e-07 0.01 0.0667 0.001 590.979195 544.6925 572.15625 591.1075 609.4625 639.88425 488.833135 437.9705 468.755 487.9125 508.14375 541.565
0.0017 2.5e-07 0.01 0.0667 0.01 593.34364 544.89675 574.22625 593.3575 613.0275 642.604 514.89199 445.5865 481.31125 509.8275 544.66875 596.311
0.0017 2.5e-07 0.01 0.0667 0.1 608.65715 560.08325 585.96125 606.1425 631.0775 660.78975 554.121225 494.3415 529.5625 554.135 577.06 613.61375
0.0017 2.5e-07 0.01 0.0667 0.5 615.57933 566.208 595.76125 615.265 635.055 664.55275 558.78566 501.49175 533.50875 557.445 582.45 620.911
0.0017 2.5e-07 0.5 0.0667 0.001 593.654155 545.22125 572.48875 593.22 612.41875 645.71075 491.910365 438.094 469.3625 488.6525 511.17125 555.77125
0.0017 2.5e-07 0.5 0.0667 0.01 618.106595 556.66875 592.505 618.5925 644.19375 678.46625 536.560395 452.52575 496.47125 534.725 575.855 625.4655
0.0017 2.5e-07 0.5 0.0667 0.1 638.9535 589.755 617.85875 638.15 658.88 691.96075 569.20127 509.89925 545.67125 568.2975 594.35375 629.74625
0.0017 2.5e-07 0.5 0.0667 0.5 639.34079 590.16075 618.4125 638.51 659.27 690.63225 571.939085 516.1975 546.32875 571.8325 595.41625 635.82175
0.0017 2.5e-07 0.01 0.1334 0.001 591.24192 544.9775 572.08125 591.2825 610.22625 640.28675 494.68848 438.1415 469.47625 488.04 512.11 580.1735
0.0017 2.5e-07 0.01 0.1334 0.01 595.21238 545.19125 574.315 595.13 615.6925 647.8435 552.393845 450.79725 499.26125 558.9425 601.49 649.587
0.0017 2.5e-07 0.01 0.1334 0.1 620.818905 565.4415 597.7075 621.9725 643.765 674.45875 596.9321 529.97525 569.70625 594.57 623.595 669.77425
0.0017 2.5e-07 0.01 0.1334 0.5 625.010975 572.095 601.7925 624.1225 647.39875 680.69075 600.04764 533.95225 571.4875 598.495 627.1775 668.0355
